"Diameter (um)", "AB Phase (deg)", "AC Phase (deg)", "Intensity (mV)", "Time Ch. 1 (sec)", "Time Ch. 2 (sec)"
592.225159, -150.556641, 59.853516, 15.625000, 3.118236, 3.118234
310.352051, 114.345703, 48.339844, 71.986610, 4.916748, 4.916749
336.768677, 146.513672, 59.941406, 90.122765, 4.919561, 4.919561
299.211761, 111.445313, 32.783203, 23.716518, 4.928673, 4.928674
318.745880, 119.970703, 56.601563, 44.921875, 4.929377, 4.929377
303.270874, 116.542969, 34.453125, 37.946430, 4.937108, 4.937110
309.574768, 100.722656, 60.644531, 185.267853, 4.946261, 4.946260
341.793518, 138.779297, 75.937500, 41.573662, 4.949048, 4.949047
291.769379, 112.851563, 19.072266, 153.738846, 4.973647, 4.973646
316.667847, 131.044922, 42.099609, 37.109375, 5.000311, 5.000311
309.614868, 113.818359, 47.636719, 46.595982, 5.047366, 5.047366
352.261810, 148.798828, 83.320313, 124.162949, 5.074074, 5.074075
302.774902, 105.380859, 44.736328, 45.200893, 5.076161, 5.076161
338.498230, 127.089844, 82.177734, 83.984375, 5.076172, 5.076173
318.207214, 120.234375, 55.458984, 29.575893, 5.077564, 5.077563
344.369781, 146.865234, 72.158203, 55.524555, 5.113386, 5.113384
332.512054, 119.531250, 79.804688, 40.178570, 5.165366, 5.165365
359.328278, 127.529297, 116.279297, 54.408482, 5.168182, 5.168181
309.292725, 102.128906, 58.798828, 21.205357, 6.046109, 6.046107
354.989349, 125.683594, 110.917969, 19.810268, 6.980219, 6.980218
312.795288, 120.234375, 46.494141, 27.901785, 6.985144, 6.985146
332.234009, 143.173828, 55.722656, 14.508928, 7.173363, 7.173364
300.220764, 108.720703, 37.177734, 22.321428, 7.221822, 7.221819
309.461395, 122.783203, 38.408203, 86.774551, 7.766108, 7.766107
318.261810, 131.660156, 44.121094, 53.013393, 7.886216, 7.886215
316.686310, 126.123047, 47.021484, 109.375000, 7.888331, 7.888329
375.354034, 150.292969, 120.058594, 64.174110, 7.896740, 7.896741
280.312805, 98.964844, 13.886719, 26.785715, 8.039996, 8.039995
313.609253, 112.412109, 55.634766, 138.113846, 8.154524, 8.154523
297.895630, 114.082031, 27.949219, 28.459822, 8.332173, 8.332176
307.490479, 115.839844, 42.099609, 30.691965, 8.410099, 8.410100
320.346985, 127.705078, 51.591797, 25.669643, 8.543541, 8.543542
344.888275, 148.535156, 71.279297, 38.783482, 8.723293, 8.723294
336.311310, 133.505859, 72.158203, 52.176338, 8.738759, 8.738763
329.635284, 138.076172, 56.513672, 89.285713, 8.893972, 8.893970
313.507874, 111.269531, 56.601563, 43.805805, 8.924143, 8.924141
327.707458, 125.771484, 65.654297, 165.457596, 8.962100, 8.962099
299.804718, 111.708984, 33.486328, 32.366070, 9.095499, 9.095498
299.032623, 107.226563, 36.738281, 48.270088, 9.162915, 9.162915
334.891266, 132.802734, 70.488281, 10.881697, 9.173435, 9.173433
325.206390, 130.693359, 56.601563, 99.051338, 9.185385, 9.185386
307.392609, 118.037109, 39.726563, 42.131695, 9.207144, 9.207144
308.722504, 108.896484, 51.064453, 30.412947, 9.303350, 9.303349
334.072327, 141.416016, 60.556641, 58.593750, 9.334974, 9.334974
284.713684, 101.513672, 18.720703, 95.982140, 9.422741, 9.422743
284.713684, 91.406250, 28.828125, 66.406250, 9.477514, 9.477516
330.963928, 135.175781, 61.611328, 85.100449, 9.509818, 9.509822
309.663452, 117.070313, 44.472656, 155.133926, 9.529496, 9.529494
322.554840, 121.376953, 61.523438, 34.598213, 9.644643, 9.644644
313.115692, 133.066406, 34.189453, 7.254464, 10.095559, 10.095557
304.051727, 110.126953, 42.099609, 96.261162, 10.119458, 10.119456
312.029266, 119.443359, 45.966797, 17.857143, 10.122248, 10.122247
321.107147, 126.826172, 53.701172, 25.669643, 10.497171, 10.497172
276.077057, 111.181641, -5.361328, 0.837054, 10.557528, 10.557529
335.291077, 136.494141, 67.500000, 132.533478, 10.584981, 10.584981
339.074188, 125.683594, 84.550781, 155.970978, 10.599026, 10.599028
298.021484, 102.304688, 39.902344, 26.785715, 10.693823, 10.693823
297.313660, 106.083984, 34.980469, 77.008926, 10.702966, 10.702967
318.366180, 115.839844, 60.117188, 86.774551, 10.714899, 10.714898
320.876984, 118.916016, 61.171875, 183.314728, 10.754952, 10.754951
337.305084, 131.484375, 75.849609, 65.848213, 10.928390, 10.928391
317.942413, 130.605469, 44.648438, 52.455357, 10.950165, 10.950163
301.979187, 122.431641, 26.367188, 24.832590, 11.115161, 11.115159
292.612701, 99.492188, 33.837891, 90.401787, 11.136237, 11.136238
271.512665, 87.978516, 10.283203, 2.790179, 11.225352, 11.225352
359.899750, 148.007813, 96.767578, 163.225449, 11.312499, 11.312502
301.080322, 114.345703, 32.958984, 91.238838, 11.478223, 11.478226
287.345581, 102.041016, 22.500000, 16.462053, 11.553349, 11.553350
337.737335, 133.945313, 74.091797, 34.319195, 11.739457, 11.739458
344.805267, 149.677734, 70.048828, 66.127235, 11.786530, 11.786530
255.180725, 87.978516, -16.787109, 0.000000, 11.907945, 11.907943
316.815552, 135.791016, 37.617188, 80.357140, 11.914322, 11.914323
319.642517, 135.791016, 42.275391, 54.408482, 11.938181, 11.938181
298.022888, 113.906250, 28.388672, 65.569199, 12.044217, 12.044220
285.831024, 106.083984, 15.996094, 14.787947, 12.076501, 12.076500
284.956787, 119.970703, 0.703125, 0.000000, 12.194400, 12.194400
298.065552, 103.271484, 39.023438, 17.299107, 12.242162, 12.242160
313.418671, 115.751953, 51.943359, 15.066964, 12.785632, 12.785630
354.332855, 144.052734, 91.494141, 74.776787, 12.864285, 12.864284
333.484344, 129.726563, 71.279297, 43.805805, 12.872732, 12.872732
348.205872, 138.691406, 86.748047, 38.504463, 12.967495, 12.967496
363.609924, 134.296875, 116.542969, 32.366070, 12.991365, 12.991364
291.350616, 97.910156, 33.310547, 163.783478, 13.046213, 13.046214
370.707214, 137.812500, 124.804688, 70.033485, 13.218916, 13.218916
351.306122, 130.781250, 99.755859, 89.006699, 13.313022, 13.313021
342.469391, 145.986328, 69.873047, 341.517853, 13.379060, 13.379059
403.651672, 153.896484, 163.300781, 37.667412, 13.455561, 13.455561
310.360535, 122.783203, 39.902344, 22.042410, 13.506091, 13.506093
357.421387, 142.558594, 98.085938, 369.977692, 13.590452, 13.590453
339.950867, 127.441406, 84.287109, 153.459824, 13.666271, 13.666273
323.687469, 126.386719, 58.359375, 155.412949, 13.685946, 13.685952
347.833008, 138.867188, 85.869141, 92.354912, 13.747733, 13.747733
333.267365, 133.769531, 66.884766, 159.040176, 13.861509, 13.861511
334.978424, 127.792969, 75.673828, 123.046875, 13.916279, 13.916277
340.059723, 141.064453, 70.839844, 167.131699, 13.966831, 13.966833
373.815887, 157.587891, 110.214844, 36.830357, 14.543941, 14.543939
393.559998, 158.642578, 141.855469, 49.386162, 14.560098, 14.560096
331.640533, 134.472656, 63.457031, 78.125000, 14.758831, 14.758831
340.128540, 135.791016, 76.201172, 49.386162, 14.813580, 14.813579
394.135468, 165.761719, 135.703125, 83.147324, 14.830460, 14.830458
328.460846, 122.167969, 70.488281, 213.448654, 14.856461, 14.856462
337.639923, 113.642578, 94.218750, 61.941963, 14.865554, 14.865555
349.950897, 142.382813, 85.869141, 89.006699, 14.906987, 14.906990
330.247864, 133.681641, 61.962891, 58.593750, 14.913999, 14.913997
349.533020, 143.261719, 84.375000, 34.598213, 14.941371, 14.941371
306.776031, 123.662109, 33.046875, 30.133928, 14.941380, 14.941381
341.096924, 142.207031, 71.367188, 12.276786, 14.949087, 14.949085
305.201965, 107.666016, 46.494141, 64.732140, 14.963162, 14.963161
332.540161, 125.595703, 73.828125, 59.709820, 14.973687, 14.973687
309.399872, 99.843750, 61.259766, 127.790176, 14.991264, 14.991266
307.774963, 99.580078, 58.886719, 195.312500, 15.001798, 15.001796
347.369659, 143.261719, 80.683594, 34.877232, 15.040385, 15.040383
329.186035, 130.693359, 63.193359, 36.551338, 15.048115, 15.048117
344.525726, 139.482422, 79.804688, 160.156250, 15.048138, 15.048138
343.311951, 134.912109, 82.353516, 141.741074, 15.060777, 15.060774
315.226563, 118.652344, 52.119141, 95.424110, 15.061473, 15.061473
312.879486, 130.605469, 36.298828, 25.390625, 15.118328, 15.118327
326.211151, 123.750000, 65.214844, 153.738846, 15.189290, 15.189289
329.573486, 131.748047, 62.753906, 102.957588, 15.212450, 15.212449
302.517822, 108.017578, 41.660156, 62.779018, 15.250374, 15.250374
326.753021, 117.333984, 72.509766, 67.801338, 15.272840, 15.272843
305.958832, 111.884766, 43.505859, 61.383930, 15.339549, 15.339549
319.037323, 118.125000, 58.974609, 23.716518, 15.346562, 15.346563
305.407471, 100.019531, 54.492188, 22.879465, 15.362711, 15.362713
326.188019, 136.669922, 52.207031, 94.308037, 15.388717, 15.388717
313.359802, 115.400391, 52.294922, 170.758926, 15.390139, 15.390138
345.908936, 136.318359, 85.253906, 39.062500, 15.424515, 15.424515
301.200592, 112.851563, 34.716797, 29.854910, 15.440666, 15.440666
303.974213, 117.421875, 34.716797, 106.584824, 15.443494, 15.443493
321.292786, 115.927734, 64.863281, 44.084820, 15.560060, 15.560061
303.986176, 110.390625, 41.748047, 59.988838, 15.567080, 15.567084
296.234863, 107.490234, 31.816406, 72.823662, 15.574804, 15.574805
333.014526, 118.564453, 81.650391, 68.917412, 15.604306, 15.604308
322.129089, 135.791016, 46.406250, 133.370529, 15.644340, 15.644339
291.299042, 98.437500, 32.695313, 190.569199, 15.729322, 15.729324
323.045166, 128.408203, 55.283203, 52.455357, 15.736316, 15.736315
322.723785, 125.771484, 57.392578, 44.363838, 15.764410, 15.764409
321.033905, 130.957031, 49.394531, 90.680801, 15.781978, 15.781980
308.895844, 105.292969, 55.019531, 120.535713, 15.789714, 15.789712
334.454285, 121.728516, 80.859375, 50.781250, 15.829723, 15.829728
334.477875, 146.777344, 55.898438, 193.080353, 15.849399, 15.849397
293.906219, 106.962891, 28.476563, 23.158482, 15.864121, 15.864123
295.801880, 105.996094, 32.607422, 33.203125, 15.864827, 15.864827
315.987701, 123.486328, 48.515625, 140.904022, 15.894338, 15.894340
309.479523, 124.892578, 36.386719, 33.761162, 15.936451, 15.936453
289.714050, 113.203125, 15.292969, 71.428574, 15.949098, 15.949099
310.921295, 137.900391, 25.751953, 66.685265, 16.010891, 16.010891
380.278412, 142.646484, 135.878906, 49.944195, 19.704102, 19.704102
430.966339, 172.968750, -170.595703, 104.631699, 19.802448, 19.802452
389.125458, 133.417969, 159.697266, 68.359375, 19.948523, 19.948521
325.299561, 122.958984, 64.511719, 35.714287, 20.006100, 20.006100
441.354309, 174.550781, -155.039063, 46.875000, 20.124098, 20.124098
368.361359, 133.857422, 124.892578, 78.962051, 20.365013, 20.365011
332.063324, 126.562500, 72.070313, 141.462051, 20.664190, 20.664188
341.347290, 135.263672, 78.750000, 268.694183, 20.869951, 20.869959
301.749268, 133.242188, 15.117188, 10.881697, 21.333548, 21.333549
314.953522, 129.638672, 40.693359, 29.296875, 21.577940, 21.577940
342.944244, 141.767578, 74.882813, 168.247772, 21.610277, 21.610279
302.503113, 109.687500, 39.990234, 42.131695, 21.672052, 21.672050
281.758728, 101.425781, 13.886719, 85.379463, 21.687521, 21.687523
269.028503, 90.439453, 3.779297, 34.319195, 21.733839, 21.733841
286.645721, 112.763672, 10.634766, 50.781250, 21.898184, 21.898184
304.376099, 118.300781, 34.453125, 118.861610, 21.951559, 21.951561
336.786652, 141.767578, 64.687500, 97.935265, 21.966288, 21.966286
315.853882, 129.375000, 42.451172, 27.901785, 22.084267, 22.084265
310.019257, 120.937500, 41.132813, 60.546875, 22.170658, 22.170658
299.861298, 123.837891, 21.445313, 1.674107, 22.172709, 22.172710
302.188171, 103.183594, 45.966797, 82.589287, 22.292154, 22.292154
337.057129, 138.603516, 68.378906, 14.787947, 22.336355, 22.336355
312.756714, 125.419922, 41.220703, 21.205357, 22.385523, 22.385521
282.386536, 115.488281, 0.878906, 23.437500, 22.493670, 22.493671
295.772003, 108.544922, 29.970703, 20.647322, 22.495777, 22.495775
294.920471, 107.753906, 29.355469, 33.482143, 22.588488, 22.588486
289.343842, 109.335938, 18.544922, 34.040180, 22.628521, 22.628523
326.847778, 141.855469, 48.076172, 13.392858, 22.697317, 22.697317
276.826874, 101.689453, 5.449219, 36.830357, 22.726131, 22.726131
315.330475, 124.804688, 46.142578, 17.578125, 22.751402, 22.751402
307.639465, 114.873047, 43.330078, 52.455357, 22.754927, 22.754923
299.159210, 124.189453, 19.951172, 27.064732, 22.768970, 22.768972
323.710571, 129.638672, 55.195313, 61.662945, 22.869411, 22.869413
304.782898, 120.234375, 33.222656, 32.924107, 22.913641, 22.913639
295.173798, 111.796875, 25.751953, 59.430805, 22.925596, 22.925594
328.819092, 142.294922, 50.976563, 25.390625, 22.931198, 22.931200
330.912598, 135.000000, 61.699219, 79.241074, 23.101173, 23.101173
289.562347, 99.140625, 29.091797, 25.948660, 23.194561, 23.194559
280.782166, 107.138672, 6.503906, 14.508928, 23.198769, 23.198767
310.451508, 119.619141, 43.154297, 55.245537, 23.241632, 23.241631
332.776062, 134.912109, 64.951172, 48.549107, 23.280968, 23.280968
313.397980, 121.640625, 46.054688, 80.636162, 23.431950, 23.431944
307.655426, 127.089844, 31.113281, 71.707588, 23.465656, 23.465656
296.827301, 107.929688, 32.343750, 56.082588, 23.466351, 23.466354
351.382416, 151.435547, 79.189453, 44.921875, 23.544300, 23.544302
302.877045, 107.929688, 42.363281, 136.997772, 23.554857, 23.554857
308.226257, 99.931641, 59.150391, 27.064732, 23.556923, 23.556923
336.673035, 142.207031, 64.072266, 43.526787, 23.590652, 23.590654
316.091614, 121.552734, 50.625000, 93.750000, 23.612432, 23.612434
331.739166, 132.451172, 65.654297, 61.383930, 23.632076, 23.632074
313.304230, 128.056641, 39.550781, 9.765625, 23.671366, 23.671364
291.717804, 107.138672, 24.697266, 25.111607, 23.712120, 23.712118
323.532990, 132.978516, 51.503906, 31.808035, 24.054783, 24.054785
326.849487, 132.451172, 57.480469, 8.370536, 24.125004, 24.125004
311.540436, 124.980469, 39.638672, 36.272320, 24.419979, 24.419977
307.014648, 119.882813, 37.265625, 92.075890, 24.450176, 24.450178
282.840668, 100.546875, 16.611328, 13.671875, 24.546350, 24.546350
316.087189, 133.417969, 38.671875, 8.928572, 24.563887, 24.563889
294.095612, 109.160156, 26.542969, 25.948660, 24.606749, 24.606750
293.029510, 109.335938, 24.697266, 19.810268, 24.639750, 24.639751
302.972351, 123.310547, 27.246094, 20.647322, 24.686796, 24.686794
296.173065, 114.433594, 24.785156, 8.091517, 24.791386, 24.791384
295.876648, 112.236328, 26.455078, 40.736607, 24.898207, 24.898207
315.407745, 124.628906, 46.406250, 81.752235, 24.936142, 24.936140
322.864777, 133.857422, 49.570313, 197.544647, 24.978998, 24.978996
300.704376, 110.478516, 36.210938, 100.167412, 25.002157, 25.002155
307.661163, 115.224609, 42.978516, 159.598221, 25.098391, 25.098389
294.797363, 118.300781, 18.632813, 17.020090, 25.207230, 25.207230
336.864105, 146.601563, 60.029297, 113.839287, 25.252909, 25.252911
338.381622, 137.021484, 72.070313, 156.250000, 25.278891, 25.278891
316.372894, 140.185547, 32.431641, 15.625000, 25.339916, 25.339918
299.784515, 128.583984, 16.611328, 22.600447, 25.366604, 25.366606
363.710571, 134.736328, 116.279297, 97.656250, 25.445969, 25.445969
347.576416, 128.232422, 96.064453, 188.058029, 25.453007, 25.453009
285.287506, 102.568359, 18.544922, 10.323661, 25.467703, 25.467703
328.220886, 140.888672, 51.416016, 17.578125, 25.494408, 25.494410
325.409424, 124.365234, 63.281250, 16.462053, 25.511269, 25.511269
327.514404, 130.253906, 60.820313, 2.232143, 25.551243, 25.551245
286.356232, 104.677734, 18.281250, 49.665180, 25.553400, 25.553400
305.260010, 109.687500, 44.560547, 52.734375, 25.562525, 25.562527
303.946594, 115.048828, 37.001953, 43.526787, 25.679108, 25.679110
282.096313, 109.072266, 6.767578, 53.013393, 25.733856, 25.733856
306.289703, 124.804688, 31.113281, 37.388393, 25.750013, 25.750013
328.507599, 122.783203, 70.048828, 163.504471, 25.828690, 25.828690
331.043091, 138.691406, 58.271484, 16.462053, 25.846220, 25.846218
282.302582, 100.722656, 15.468750, 48.270088, 25.990891, 25.990892
295.750275, 131.484375, 7.031250, 66.685265, 26.033733, 26.033735
301.395691, 121.113281, 26.718750, 46.595982, 26.080769, 26.080770
302.041809, 103.535156, 45.263672, 14.229911, 26.155895, 26.155893
353.715546, 144.404297, 90.087891, 30.412947, 26.740082, 26.740080
300.236481, 120.849609, 25.048828, 69.754463, 26.778736, 26.778738
334.724579, 132.802734, 70.224609, 50.502232, 27.565189, 27.565189
424.228516, 163.037109, -171.826172, 54.687500, 27.679621, 27.679621
310.306732, 106.699219, 55.898438, 106.584824, 27.771648, 27.771650
443.251495, -176.748047, -160.576172, 37.946430, 27.810942, 27.810942
407.124298, 159.169922, 163.828125, 70.591515, 27.843964, 27.843962
360.843781, 132.539063, 113.730469, 209.542404, 27.843994, 27.843994
289.089264, 103.974609, 23.466797, 17.578125, 28.265274, 28.265272
339.699768, 124.101563, 87.187500, 28.180803, 28.634594, 28.634592
404.111542, 161.367188, 156.621094, 122.488838, 28.979509, 28.979513
300.391693, 116.455078, 29.707031, 27.622768, 29.233665, 29.233665
375.362762, 156.533203, 113.818359, 67.243301, 29.337570, 29.337566
319.289429, 111.357422, 66.181641, 48.270088, 29.540476, 29.540474
359.398041, 148.886719, 95.009766, 42.689732, 29.588923, 29.588923
349.765747, 130.078125, 97.910156, 79.520088, 29.631783, 29.631783
325.861389, 132.451172, 55.898438, 49.665180, 29.757458, 29.757458
322.831696, 129.199219, 54.140625, 39.341518, 29.830490, 29.830492
312.276794, 108.808594, 57.128906, 201.729904, 29.834743, 29.834742
303.507355, 115.136719, 36.210938, 48.549107, 29.845251, 29.845251
315.040771, 118.300781, 52.119141, 29.296875, 29.867001, 29.866999
333.744690, 144.931641, 56.513672, 30.133928, 29.875431, 29.875429
336.507843, 140.097656, 65.917969, 79.241074, 29.897907, 29.897911
283.932922, 93.427734, 25.488281, 77.566963, 29.920382, 29.920382
302.221558, 116.806641, 32.431641, 121.651787, 29.936535, 29.936533
303.667786, 122.431641, 29.179688, 16.741072, 29.972324, 29.972322
335.292816, 130.253906, 73.740234, 67.522324, 29.994112, 29.994114
290.720306, 96.943359, 33.222656, 116.908485, 30.031338, 30.031343
282.906952, 93.251953, 23.994141, 54.129463, 30.092419, 30.092419
297.925232, 113.203125, 28.916016, 28.459822, 30.093822, 30.093822
288.302582, 104.150391, 21.884766, 0.000000, 30.101511, 30.101511
304.695007, 116.718750, 36.562500, 20.089285, 30.133144, 30.133146
325.419128, 129.902344, 57.744141, 120.814735, 30.185123, 30.185125
302.464905, 111.972656, 37.705078, 50.223213, 30.496204, 30.496202
304.955811, 121.992188, 31.728516, 29.854910, 30.616289, 30.616291
330.668396, 138.251953, 58.095703, 39.620537, 30.624718, 30.624718
322.425018, 126.474609, 56.250000, 24.274553, 30.808004, 30.808002
312.198608, 115.136719, 50.625000, 135.044647, 30.813648, 30.813648
319.537628, 122.343750, 55.546875, 75.892860, 30.838919, 30.838921
331.534149, 140.361328, 57.392578, 63.895088, 30.909143, 30.909143
298.051575, 105.732422, 36.562500, 54.408482, 30.960409, 30.960407
341.129791, 147.041016, 66.621094, 156.808029, 30.983599, 30.983601
305.551453, 119.707031, 35.068359, 41.852680, 31.025711, 31.025709
339.762299, 140.009766, 71.367188, 123.046875, 31.703272, 31.703270
276.433960, 108.369141, -1.845703, 35.435268, 33.607876, 33.607876
317.380402, 134.648438, 39.638672, 85.937500, 33.617722, 33.617722
312.116943, 125.244141, 40.341797, 43.805805, 33.623333, 33.623333
317.002625, 130.341797, 43.417969, 44.921875, 33.636677, 33.636677
306.156891, 111.445313, 44.296875, 27.622768, 33.704792, 33.704792
311.024017, 127.880859, 35.859375, 31.808035, 33.706902, 33.706902
322.412903, 126.562500, 56.074219, 48.270088, 33.782059, 33.782059
309.029144, 106.611328, 53.876953, 39.899555, 33.799618, 33.799618
300.928101, 105.205078, 41.835938, 88.448662, 33.801029, 33.801029
328.190704, 126.738281, 65.566406, 21.763393, 33.834011, 33.834011
318.905579, 128.320313, 48.515625, 37.109375, 33.849480, 33.849480
313.537476, 117.246094, 50.712891, 77.287949, 33.919014, 33.919014
329.939453, 124.980469, 70.136719, 60.267857, 33.940079, 33.940079
300.008514, 101.250000, 44.296875, 301.618317, 34.374943, 34.374943
336.567383, 126.826172, 79.277344, 203.404022, 34.509766, 34.509762
314.244812, 125.332031, 43.769531, 26.785715, 35.669273, 35.669273
268.362854, 96.240234, -3.164063, 35.435268, 36.089237, 36.089237
307.939911, 130.517578, 28.212891, 166.573654, 36.124413, 36.124413
288.303253, 112.851563, 13.271484, 33.203125, 36.145412, 36.145412
306.178833, 117.861328, 37.880859, 21.763393, 36.424244, 36.424244
293.108490, 110.126953, 23.994141, 68.917412, 36.554207, 36.554203
280.909943, 97.646484, 16.259766, 21.205357, 36.578053, 36.578053
302.839203, 119.619141, 30.585938, 16.183035, 36.906754, 36.906754
300.206818, 110.917969, 34.980469, 34.877232, 36.993118, 36.993118
289.393494, 113.818359, 14.062500, 26.506697, 37.290848, 37.290848
289.398651, 115.136719, 12.832031, 42.410713, 37.310547, 37.310543
304.824738, 111.533203, 42.011719, 48.828125, 37.406040, 37.406040
318.110321, 134.296875, 41.220703, 22.321428, 37.420799, 37.420799
327.764038, 129.111328, 62.402344, 29.296875, 37.424324, 37.424324
318.822327, 124.365234, 52.382813, 33.482143, 37.434135, 37.434135
325.841919, 130.166016, 58.183594, 39.341518, 37.766293, 37.766293
323.523041, 136.142578, 48.339844, 67.522324, 37.983997, 37.983997
326.327759, 117.246094, 71.894531, 157.087051, 38.029671, 38.029671
307.004425, 131.308594, 25.839844, 2.511161, 38.528278, 38.528278
280.392487, 103.095703, 9.931641, 0.000000, 38.565506, 38.565506
307.211456, 124.980469, 32.519531, 25.390625, 38.571121, 38.571121
271.233124, 116.894531, -19.072266, 3.069196, 38.705242, 38.705242
268.035400, 90.966797, 1.669922, 6.138393, 38.776161, 38.776161
310.985352, 120.058594, 43.681641, 34.598213, 38.887791, 38.887791
325.255737, 130.605469, 56.777344, 70.870537, 38.936245, 38.936245
296.971069, 101.250000, 39.287109, 52.176338, 38.943245, 38.943245
301.506348, 107.929688, 40.078125, 49.386162, 38.967827, 38.967823
292.873291, 111.796875, 21.972656, 26.785715, 39.032413, 39.032413
304.960815, 119.882813, 33.837891, 25.948660, 39.271191, 39.271191
301.081543, 112.324219, 34.980469, 82.868301, 39.278229, 39.278229
292.170715, 104.765625, 27.861328, 11.718750, 39.409546, 39.409546
280.333710, 100.546875, 12.392578, 18.694197, 39.687592, 39.687592
297.565979, 121.992188, 19.511719, 27.622768, 39.769070, 39.769070
320.275543, 120.058594, 59.062500, 10.881697, 39.857498, 39.857498
298.703003, 115.400391, 28.037109, 29.017857, 39.869476, 39.869476
322.506561, 140.273438, 42.539063, 55.803570, 39.908813, 39.908813
314.576172, 120.234375, 49.394531, 17.299107, 40.106831, 40.106831
321.761871, 134.560547, 47.021484, 42.689732, 40.144764, 40.144764
336.413513, 134.560547, 71.191406, 295.200897, 40.245941, 40.245941
291.680969, 100.986328, 30.761719, 25.390625, 40.286617, 40.286617
313.298584, 110.302734, 57.216797, 0.000000, 40.300632, 40.300632
293.943085, 108.632813, 26.894531, 26.785715, 40.327343, 40.327343
290.335388, 111.621094, 17.929688, 29.017857, 40.431271, 40.431271
328.074158, 132.451172, 59.589844, 26.506697, 41.136204, 41.136204
305.341919, 116.982422, 37.441406, 26.227678, 41.189610, 41.189610
323.876617, 133.505859, 51.503906, 35.435268, 41.313164, 41.313164
280.393494, 89.912109, 23.115234, 5.301339, 41.360962, 41.360962
340.240143, 130.429688, 81.738281, 107.700890, 41.754177, 41.754177
380.126190, 158.203125, 120.058594, 48.549107, 41.808228, 41.808228
359.780731, 144.931641, 99.580078, 275.390625, 41.884804, 41.884804
333.289825, 122.343750, 78.310547, 121.372765, 42.021027, 42.021023
354.198364, 149.501953, 85.781250, 157.645096, 42.129887, 42.129887
328.680847, 135.439453, 57.568359, 48.549107, 42.307560, 42.307560
354.570343, 138.427734, 97.470703, 66.406250, 42.543488, 42.543488
348.296143, 146.074219, 79.453125, 73.660713, 42.568787, 42.568787
324.247986, 117.949219, 67.763672, 83.705360, 42.596180, 42.596180
391.963776, 148.183594, 149.677734, 118.861610, 42.724640, 42.724640
313.347168, 107.050781, 60.556641, 27.622768, 43.522289, 43.522289
330.581726, 116.718750, 79.453125, 69.196426, 43.643780, 43.643780
313.813019, 110.302734, 58.095703, 47.712055, 43.667645, 43.667645
333.220276, 129.111328, 71.455078, 63.616070, 43.853756, 43.853756
332.742462, 129.726563, 70.048828, 134.486603, 44.048298, 44.048298
322.087250, 110.126953, 71.982422, 162.388397, 44.084816, 44.084816
340.912018, 126.474609, 86.835938, 122.488838, 44.178185, 44.178177
301.293823, 112.500000, 35.156250, 56.919643, 44.402908, 44.402908
