"Diameter (um)", "AB Phase (deg)", "AC Phase (deg)", "Intensity (mV)"
353.045654, 150.380859, 168.222656, 86.216515
362.373016, 163.916016, 172.353516, 149.832596
Fillin, 98.613281, 129.462891, 206.752228
372.406006, 176.308594, 179.033203, 52.455357
386.294830, 175.166016, -153.544922, 65.848213
375.434906, 175.693359, -174.726563, 80.636162
363.673004, 169.101563, 169.628906, 101.841515
336.523773, 148.798828, 138.427734, 121.651787
317.096527, 122.255859, 128.056641, 137.276779
337.112854, 147.041016, 141.328125, 164.899551
Fillin, 103.183594, 105.468750, 258.091522
Fillin, 108.544922, 158.378906, 37.946430
366.349426, 164.882813, 178.945313, 56.640625
375.779968, 154.687500, -153.017578, 46.875000
362.404541, 168.046875, 168.310547, 64.732140
355.950928, 158.378906, 165.673828, 83.705360
395.436646, -168.222656, -152.929688, 98.214287
336.887573, 145.458984, 142.470703, 133.928574
350.247040, 142.119141, 171.123047, 168.805801
304.614044, 123.310547, 103.359375, 203.404022
Fillin, 177.802734, 15.996094, 61.662945
361.532562, 162.333984, 172.353516, 44.363838
341.248901, 142.470703, 153.720703, 48.270088
350.386444, 154.160156, 159.345703, 61.662945
367.476959, 178.242188, 167.695313, 73.102676
355.460083, 157.587891, 165.585938, 82.310265
362.935608, 175.078125, 162.246094, 107.421875
Fillin, 121.201172, 132.802734, 119.140625
Fillin, 109.863281, 118.212891, 152.343750
377.996338, 168.662109, -162.861328, 43.247768
Fillin, 132.978516, 173.759766, 68.359375
340.875092, 139.921875, 155.566406, 70.591515
365.129333, 164.707031, 176.748047, 104.352676
371.173401, 167.783203, -174.902344, 124.441963
335.459137, 129.726563, 155.478516, 191.685272
367.003540, 170.683594, 174.375000, 44.363838
363.672546, 169.716797, 169.013672, 73.660713
Fillin, -175.253906, 170.595703, 85.100449
334.172668, 154.687500, 128.056641, 135.881699
326.409210, 150.732422, 117.333984, 154.017853
388.915863, 174.287109, -147.744141, 58.314732
388.370667, 176.308594, -150.732422, 71.149551
383.804993, 179.296875, -162.421875, 90.122765
351.606964, 154.775391, 161.103516, 134.765625
Fillin, 90.175781, 41.396484, 274.553558
422.568848, -161.806641, -107.841797, 35.714287
387.724976, -179.736328, -156.005859, 46.595982
389.982300, 158.818359, -130.253906, 59.709820
389.050262, 162.861328, -136.054688, 57.198662
370.945526, 164.267578, -171.826172, 78.125000
359.255493, 142.382813, -172.089844, 83.984375
366.480042, 160.839844, -176.835938, 94.587051
Fillin, 66.357422, 41.923828, 386.439728
291.673950, 111.093750, 90.966797, 22.321428
376.384918, 153.369141, -150.556641, 63.895088
Fillin, 167.783203, -63.105469, 69.754463
Fillin, 90.615234, 99.667969, 147.042404
Fillin, 89.560547, 59.677734, 244.698654
395.630493, 173.144531, -133.857422, 35.156250
419.326813, -165.673828, -110.126953, 49.386162
381.356445, 178.681641, -166.464844, 61.941963
373.381866, 167.695313, -170.595703, 77.008926
336.747986, 142.822266, 144.843750, 89.006699
339.389191, 147.568359, 145.107422, 107.142860
Fillin, 114.521484, 116.191406, 123.325890
327.692719, 131.923828, 138.515625, 150.390625
388.518982, 172.353516, -146.513672, 60.267857
360.838654, 169.101563, 164.267578, 98.772324
Fillin, -172.617188, -170.859375, 106.863838
347.741058, 153.984375, 154.511719, 37.667412
370.643646, 166.640625, -174.726563, 46.875000
332.675690, 128.496094, 151.435547, 58.593750
347.474487, 142.558594, 165.410156, 72.544640
351.987518, 153.896484, 162.685547, 93.750000
328.606232, 129.726563, 142.470703, 124.162949
366.864960, 163.476563, -178.769531, 40.736607
354.746887, 145.634766, 176.132813, 55.524555
349.396973, 146.777344, 164.882813, 77.287949
375.326782, 170.244141, -169.453125, 78.125000
350.458160, 169.716797, 143.964844, 95.424110
347.269165, 155.742188, 151.875000, 152.622772
376.106018, 165.937500, -163.740234, 37.946430
354.627655, 156.708984, 164.882813, 65.569199
364.128052, 158.994141, -179.472656, 68.080360
345.386444, 149.941406, 154.072266, 77.566963
366.943634, 160.224609, -175.341797, 96.540176
355.944183, 156.796875, 167.255859, 119.977676
334.302032, 136.757813, 146.250000, 132.812500
340.431061, 146.601563, 148.007813, 158.203125
Fillin, 97.294922, 111.093750, 244.140625
383.112091, -179.472656, -165.058594, 59.709820
309.459229, 125.068359, 110.742188, 92.354912
358.307068, 150.644531, 177.890625, 100.167412
324.954041, 132.011719, 133.242188, 117.187500
358.763702, 159.257813, 170.156250, 185.546875
384.718414, -177.539063, -163.916016, 65.569199
353.443634, 159.257813, 160.048828, 68.080360
351.491974, 151.171875, 164.443359, 87.053574
353.818115, 159.257813, 160.751953, 113.839287
374.054504, 171.914063, -173.583984, 134.207596
381.459991, -178.505859, -169.013672, 148.995529
362.234528, 158.027344, 177.978516, 42.968750
376.780731, 170.683594, -167.167969, 56.082588
377.055389, 176.484375, -172.441406, 86.495537
388.946014, -176.835938, -156.621094, 106.584824
379.380432, 162.070313, -153.632813, 44.084820
386.111877, -178.945313, -159.873047, 58.593750
352.790833, 148.271484, 169.804688, 82.868301
Fillin, 62.666016, 32.871094, 214.843750
382.604431, 176.220703, -161.630859, 62.500000
358.898071, 165.498047, 164.179688, 87.611610
362.426544, 167.958984, 168.398438, 87.053574
Fillin, -170.595703, -169.189453, 100.446426
382.890961, -178.330078, -166.640625, 167.689728
Fillin, -149.589844, -166.552734, 196.428574
384.650482, -179.296875, -162.421875, 11.160714
379.403442, 165.146484, -156.621094, 40.178570
347.472076, 145.019531, 162.949219, 51.618305
365.597870, 166.992188, 175.429688, 55.524555
383.527435, -179.824219, -163.916016, 90.959824
353.291168, 162.773438, 156.269531, 97.656250
325.090393, 124.716797, 140.800781, 116.071426
338.438293, 134.560547, 156.269531, 148.158478
356.271454, 152.578125, 172.089844, 39.620537
356.857697, 153.984375, 171.826172, 48.270088
357.677338, 149.853516, 177.451172, 65.848213
350.887665, 143.173828, 171.298828, 84.821426
353.085083, 163.476563, 155.126953, 104.352676
356.715271, 162.949219, 162.597656, 142.857147
372.179993, 174.023438, -179.208984, 40.736607
362.587219, 157.763672, 178.945313, 41.852680
371.471008, 175.078125, 178.417969, 79.241074
380.640961, 178.769531, -167.871094, 95.703125
356.545013, 161.279297, 163.916016, 174.944199
287.773712, 112.500000, 82.089844, 273.437500
393.823578, 168.574219, -132.890625, 0.000000
426.680206, -176.308594, -85.429688, 15.625000
389.586029, 171.386719, -143.525391, 83.984375
383.215485, 170.683594, -154.951172, 53.571430
368.850555, 162.861328, -174.375000, 76.729912
382.965454, -179.121094, -165.585938, 99.330360
342.024780, 146.689453, 150.996094, 127.511162
353.667389, 152.666016, 167.080078, 145.368301
359.549591, 154.423828, 176.484375, 179.408478
Fillin, 102.128906, 104.677734, 239.118301
356.751526, 147.304688, 178.330078, 32.087055
351.220154, 155.742188, 159.345703, 51.618305
335.448456, 149.501953, 135.703125, 87.332588
324.435822, 138.251953, 126.035156, 148.437500
354.667877, 153.369141, 168.310547, 5.022321
363.912354, 158.642578, -179.560547, 49.386162
385.196869, -177.539063, -163.037109, 72.265625
354.201874, 158.818359, 161.982422, 74.497765
371.726410, 162.685547, -168.750000, 102.120537
381.169861, 173.408203, -161.542969, 134.486603
Fillin, -168.574219, 170.244141, 147.600449
324.320831, 131.572266, 132.451172, 23.437500
382.971039, 160.224609, -144.931641, 37.109375
374.606384, 164.443359, -165.058594, 44.084820
365.894867, 161.806641, -178.945313, 60.267857
376.587860, 173.759766, -170.595703, 71.986610
385.923767, -174.726563, -164.443359, 92.633926
357.854309, 150.996094, 176.660156, 121.372765
374.592896, -179.560547, 178.945313, 142.857147
Fillin, 70.488281, 33.310547, 279.296875
424.421082, 178.505859, -84.638672, 22.600447
Fillin, 102.128906, 178.417969, 29.575893
360.019653, 144.580078, -172.880859, 44.921875
356.803314, 152.578125, 173.144531, 47.991070
370.802673, 163.476563, -171.298828, 55.524555
Fillin, -160.048828, -148.447266, 69.196426
Fillin, -98.525391, -71.367188, 140.345978
327.471344, 147.568359, 122.431641, 162.388397
Fillin, -139.042969, -138.251953, 184.988846
381.475708, -179.472656, -168.134766, 26.506697
374.226288, 173.320313, -174.638672, 58.314732
352.193939, 155.214844, 161.718750, 73.102676
353.245087, 147.832031, 171.123047, 97.935265
350.517548, 151.699219, 162.070313, 109.095985
387.788727, -172.792969, -162.861328, 29.017857
357.357239, 160.839844, 165.849609, 30.970982
367.824921, 168.574219, 177.978516, 42.968750
335.353851, 151.435547, 133.593750, 61.383930
350.328125, 158.115234, 155.302734, 62.779018
335.511780, 132.978516, 152.314453, 109.095985
372.097595, 154.335938, -159.697266, 11.160714
382.827515, 177.363281, -162.333984, 41.852680
361.447113, 154.775391, 179.736328, 43.526787
363.020203, 158.642578, 178.857422, 48.549107
368.942749, 162.333984, -173.671875, 63.616070
379.180359, 164.003906, -155.917969, 80.915176
375.269653, 166.640625, -166.025391, 107.700890
314.200165, 132.363281, 112.500000, 203.404022
374.106415, 159.873047, -161.367188, 32.924107
397.351532, -167.255859, -150.205078, 38.783482
372.598755, 162.861328, -167.167969, 55.803570
Fillin, 145.986328, -132.714844, 79.520088
350.159180, 170.244141, 142.822266, 147.600449
378.873932, 170.244141, -162.685547, 169.363846
323.426361, 156.445313, 105.732422, 3.348214
333.503601, 141.328125, 140.097656, 31.808035
340.469910, 148.710938, 146.074219, 67.243301
Fillin, 82.705078, 71.103516, 168.247772
373.702606, -177.890625, 175.605469, 36.272320
361.298920, 153.281250, -179.121094, 71.149551
392.383209, 169.980469, -136.845703, 33.761162
389.455719, -175.693359, -156.796875, 44.921875
366.093964, 174.287109, 169.013672, 50.781250
338.677307, 145.546875, 145.722656, 61.104912
384.783905, -174.726563, -166.640625, 73.660713
358.702148, 157.412109, 171.914063, 91.238838
321.026581, 123.134766, 134.648438, 120.256699
359.905548, 153.105469, 178.505859, 33.761162
358.062378, 164.707031, 163.388672, 38.225445
395.076721, -177.011719, -144.755859, 55.245537
378.571686, 172.441406, -165.498047, 70.591515
365.044250, 167.783203, 173.583984, 91.238838
376.340790, 163.652344, -160.927734, 112.444199
Fillin, 86.835938, 47.373047, 240.513397
408.198700, -164.267578, -132.626953, 42.689732
375.890686, 158.027344, -156.181641, 47.433037
370.854401, 170.771484, -178.505859, 90.122765
322.702026, 137.900391, 123.134766, 219.866074
Fillin, 77.431641, 40.253906, 323.939728
392.382629, 175.253906, -142.207031, 47.712055
353.283783, 144.492188, 174.550781, 45.758930
380.098206, 173.759766, -163.916016, 68.080360
Fillin, 114.609375, 125.859375, 114.676338
311.724243, 121.904297, 118.212891, 157.645096
344.944122, 140.712891, 162.509766, 31.529018
363.901672, 151.699219, -172.617188, 51.897320
354.436951, 164.882813, 156.357422, 72.265625
381.202393, -175.078125, -173.056641, 75.334824
Fillin, 90.615234, 106.611328, 199.776779
356.546021, 141.591797, -176.484375, 39.899555
396.642456, -177.011719, -141.855469, 58.035713
362.295776, 155.830078, -179.824219, 68.080360
414.709808, -174.375000, -110.214844, 50.223213
378.116150, 171.914063, -165.849609, 59.151787
351.396271, 141.503906, 173.935547, 69.754463
348.443665, 155.126953, 154.687500, 82.589287
340.414093, 137.197266, 157.412109, 103.794640
376.850281, 169.804688, -166.113281, 156.808029
369.928253, 164.179688, -173.671875, 32.366070
365.383850, 155.214844, -173.320313, 33.761162
360.466858, 152.753906, 179.824219, 39.062500
340.393890, 146.250000, 148.271484, 69.475449
370.019012, 173.759766, 177.011719, 82.310265
372.141083, 172.265625, -177.539063, 90.959824
Fillin, -171.738281, -168.310547, 121.651787
359.727448, 159.609375, 171.650391, 128.069199
376.680267, 162.246094, -158.906250, 51.060268
371.030182, 173.671875, 179.033203, 56.082588
Fillin, -171.123047, -171.826172, 62.779018
388.515594, 178.242188, -152.490234, 77.566963
329.138000, 146.074219, 127.001953, 15.066964
321.996887, 126.562500, 133.066406, 28.180803
Fillin, 98.701172, 60.732422, 157.366074
340.994934, 143.964844, 151.699219, 58.035713
365.437653, 165.585938, 176.484375, 57.198662
342.007629, 146.953125, 150.644531, 74.776787
356.552185, 159.082031, 166.113281, 97.377235
320.838257, 123.837891, 133.593750, 169.084824
386.451508, 169.013672, -147.216797, 28.738840
351.197296, 149.765625, 165.322266, 39.620537
Fillin, -167.695313, -164.091797, 51.618305
370.417084, 162.773438, -171.298828, 64.453125
356.947205, 145.634766, -179.736328, 95.145088
360.237396, 154.511719, 177.714844, 100.446426
383.976898, -175.517578, -167.343750, 154.296875
Fillin, -158.115234, -179.472656, 31.250000
370.476746, 174.199219, 177.451172, 41.852680
362.027008, 169.101563, 166.552734, 46.875000
354.630066, 158.730469, 162.861328, 68.638390
Fillin, 113.466797, 121.025391, 165.178574
368.741058, 176.923828, 171.386719, 27.064732
351.493713, 162.949219, 152.666016, 41.015625
368.776337, 167.958984, -179.560547, 40.178570
341.659668, 137.109375, 159.873047, 48.549107
348.039612, 143.525391, 165.585938, 60.546875
330.125122, 130.869141, 144.228516, 66.406250
356.219696, 164.355469, 160.224609, 103.515625
Fillin, -139.658203, -92.460938, 30.691965
393.692322, 161.103516, -125.507813, 54.687500
368.011780, 161.103516, -174.199219, 104.352676
386.242279, 173.935547, -152.490234, 83.705360
316.184937, 133.681641, 114.873047, 217.354904
359.035950, 154.335938, 175.605469, 10.602678
Fillin, -167.080078, -151.699219, 51.060268
Fillin, 99.228516, 126.298828, 44.363838
311.599182, 129.462891, 110.478516, 116.071426
362.238861, 157.060547, 178.945313, 32.924107
392.544617, 178.154297, -144.755859, 52.176338
378.691711, 179.121094, -171.914063, 53.292412
356.074432, 150.556641, 173.759766, 68.080360
342.894196, 135.351563, 163.916016, 12.834822
334.527954, 152.753906, 130.693359, 15.066964
319.378876, 134.648438, 120.058594, 26.785715
341.496826, 156.796875, 139.833984, 27.622768
376.545654, 168.134766, -165.058594, 52.176338
375.798492, 158.466797, -156.796875, 66.685265
Fillin, -178.330078, 168.310547, 87.890625
318.705231, 128.847656, 124.541016, 96.819199
341.428955, 149.941406, 146.601563, 135.602676
400.027161, 178.857422, -131.132813, 12.276786
361.343506, 141.152344, -166.904297, 46.595982
367.178741, 152.841797, -167.519531, 58.314732
339.511688, 134.736328, 158.115234, 73.381699
373.886597, 171.474609, -173.408203, 78.404015
369.200989, 171.738281, 177.451172, 114.397324
377.953156, 175.781250, -170.156250, 30.133928
395.599640, 178.857422, -139.658203, 35.714287
345.008301, 150.996094, 152.314453, 48.549107
365.334564, 174.199219, 167.695313, 50.502232
388.073578, -178.593750, -156.533203, 62.220982
360.577728, 170.771484, 162.070313, 85.100449
383.979309, -176.748047, -166.113281, 113.560265
Fillin, 89.824219, 95.449219, 362.723206
360.883667, 156.005859, 177.451172, 32.366070
362.899109, 164.443359, 172.792969, 31.250000
364.893372, 163.388672, 177.626953, 37.388393
365.957611, 170.419922, 172.617188, 44.363838
359.094666, 158.378906, 171.650391, 75.334824
349.691223, 141.855469, 170.332031, 22.321428
365.055115, 170.595703, 170.771484, 30.133928
332.788788, 138.867188, 141.240234, 42.410713
361.767639, 162.861328, 172.265625, 46.875000
417.622559, 175.429688, -94.482422, 25.948660
387.044281, 169.365234, -146.425781, 28.459822
Fillin, 132.187500, 168.310547, 34.598213
343.493713, 140.625000, 159.785156, 40.736607
373.062866, 156.445313, -159.960938, 42.968750
391.835236, 174.462891, -142.382813, 52.176338
379.210327, 163.740234, -155.566406, 69.754463
375.412689, 161.982422, -161.015625, 88.448662
390.214233, -179.472656, -151.611328, 108.537949
360.879974, 164.970703, 168.486328, 118.024551
356.917297, 152.578125, 173.320313, 149.832596
374.669830, 166.201172, -166.640625, 160.714279
284.014954, 107.578125, 79.892578, 251.674103
325.170837, 126.210938, 139.482422, 25.948660
Fillin, 122.607422, 175.517578, 41.015625
367.153229, 170.683594, 174.550781, 80.915176
Fillin, -166.640625, -159.082031, 73.381699
Fillin, -165.849609, 168.486328, 86.774551
Fillin, 86.572266, 53.085938, 175.502228
362.888397, 171.738281, 165.498047, 44.642857
365.200897, 152.929688, -171.298828, 50.781250
379.491730, 171.123047, -162.421875, 54.966518
391.437622, -178.945313, -149.765625, 73.381699
376.431458, 162.949219, -160.048828, 106.305801
