C:\Documents and Settings\Amirreza Amighi\Desktop\Brooks\Experiments\PDPA\Brooks_PDPA\1mm splash\110.7-1522\125
"Diameter (um)", "AB Phase (deg)", "AC Phase (deg)", "Intensity (mV)", "Time Ch. 1 (sec)", "Time Ch. 2 (sec)"
132.233704, 58.798828, -166.289063, 131.417404, 0.082504, 0.082508
128.813782, 61.962891, -175.693359, 105.747765, 0.083488, 0.083481
110.596962, 54.755859, 158.554688, 34.040180, 0.085800, 0.085800
242.302979, 84.726563, 7.470703, 72.544640, 0.086270, 0.086272
112.628204, 59.589844, 157.412109, 67.522324, 0.088839, 0.088839
88.707314, 56.337891, 117.158203, 20.647322, 0.090501, 0.090500
118.753265, 56.865234, 171.298828, 118.303574, 0.096193, 0.096190
100.779808, 55.810547, 139.658203, 32.645088, 0.100318, 0.100319
107.017227, 52.646484, 154.160156, 107.142860, 0.103313, 0.103316
128.594986, 58.359375, -172.441406, 132.254471, 0.107692, 0.107690
174.391022, 62.578125, -93.427734, 91.796875, 0.112860, 0.112857
145.688248, 70.576172, -153.632813, 79.241074, 0.116903, 0.116899
96.640213, 39.814453, 148.183594, 28.459822, 0.121964, 0.121962
105.633537, 46.142578, 158.203125, 61.104912, 0.125750, 0.125746
197.763855, 90.351563, -78.837891, 187.220978, 0.136659, 0.136658
255.015762, 124.013672, -8.701172, 90.680801, 0.138151, 0.138151
114.752396, 60.468750, 160.400391, 119.419640, 0.138467, 0.138465
98.225609, 42.890625, 148.007813, 29.017857, 0.139231, 0.139229
116.007256, 54.140625, 169.013672, 62.220982, 0.141799, 0.141796
91.332748, 38.759766, 139.658203, 51.897320, 0.145652, 0.145653
151.600388, 61.171875, -133.593750, 66.127235, 0.148180, 0.148180
114.732628, 71.367188, 149.501953, 70.591515, 0.151039, 0.151040
116.077766, 53.173828, 170.068359, 63.616070, 0.158935, 0.158933
62.168640, 28.125000, 97.294922, 38.783482, 0.159235, 0.159236
101.190094, 39.111328, 157.148438, 82.589287, 0.160519, 0.160517
109.630768, 58.359375, 153.193359, 61.941963, 0.161560, 0.161557
129.648987, 72.333984, 175.605469, 82.589287, 0.161985, 0.161984
98.520203, 35.244141, 156.181641, 82.589287, 0.168394, 0.168390
104.016167, 47.724609, 153.632813, 59.709820, 0.177508, 0.177508
104.891739, 53.437500, 149.501953, 45.758930, 0.177769, 0.177767
115.966721, 58.710938, 164.355469, 72.823662, 0.182168, 0.182166
105.484261, 43.945313, 160.136719, 70.312500, 0.190743, 0.190742
119.166824, 52.382813, 176.484375, 62.779018, 0.193117, 0.193116
145.368591, 68.378906, -152.050781, 90.680801, 0.195664, 0.195664
135.655884, 62.841797, -164.179688, 91.238838, 0.197932, 0.197929
99.101501, 52.470703, 140.009766, 85.937500, 0.198224, 0.198216
100.892853, 46.494141, 149.238281, 111.886162, 0.199434, 0.199438
133.679031, 54.052734, -158.906250, 51.618305, 0.201287, 0.201285
82.693344, 45.703125, 116.982422, 53.571430, 0.202254, 0.202250
196.213058, 86.132813, -77.519531, 83.705360, 0.207151, 0.207148
165.212448, 67.500000, -115.224609, 73.381699, 0.207164, 0.207163
81.829964, 42.626953, 118.476563, 48.828125, 0.212405, 0.212399
78.492149, 25.400391, 129.814453, 168.247772, 0.212785, 0.212782
110.597618, 45.263672, 168.046875, 145.647324, 0.215807, 0.215804
108.202568, 54.931641, 154.072266, 54.408482, 0.216334, 0.216332
177.779907, 70.576172, -95.449219, 45.200893, 0.223335, 0.223336
96.256981, 47.636719, 139.746094, 59.151787, 0.223506, 0.223505
122.232811, 73.300781, 161.103516, 29.017857, 0.226273, 0.226274
96.560791, 46.230469, 141.591797, 98.493301, 0.226847, 0.226845
71.888260, 19.160156, 123.925781, 30.691965, 0.226959, 0.226962
124.516991, 41.308594, -162.861328, 91.238838, 0.230699, 0.230694
775.424866, -62.753906, 41.835938, 230.189728, 0.234326, 0.234327
90.483200, 47.900391, 128.935547, 56.082588, 0.236616, 0.236615
127.750221, 66.357422, 178.154297, 55.803570, 0.239272, 0.239271
108.017052, 49.570313, 159.082031, 82.310265, 0.241138, 0.241138
97.191513, 55.810547, 133.154297, 23.716518, 0.246895, 0.246894
121.238945, 64.335938, 168.310547, 88.448662, 0.249291, 0.249297
102.975182, 43.417969, 156.093750, 78.125000, 0.250648, 0.250642
98.403229, 54.931641, 136.318359, 41.852680, 0.251569, 0.251567
117.607018, 45.703125, -179.648438, 95.145088, 0.252662, 0.252661
106.460335, 44.648438, 161.191406, 70.870537, 0.262939, 0.262936
59.991741, 32.958984, 88.505859, 23.995535, 0.264660, 0.264659
88.076279, 41.396484, 131.044922, 39.620537, 0.272570, 0.272567
112.363251, 55.107422, 161.367188, 50.781250, 0.280591, 0.280589
144.950729, 60.908203, -145.371094, 63.616070, 0.285272, 0.285272
104.598778, 56.250000, 146.162109, 34.319195, 0.285672, 0.285673
95.833855, 44.033203, 142.558594, 77.845985, 0.290961, 0.290960
104.573418, 49.218750, 153.193359, 75.334824, 0.293047, 0.293045
99.173683, 42.626953, 150.029297, 53.571430, 0.293288, 0.293288
95.179062, 47.109375, 138.251953, 32.645088, 0.300776, 0.300775
95.218285, 41.484375, 143.964844, 32.645088, 0.306913, 0.306912
115.239769, 50.185547, 171.562500, 121.372765, 0.308151, 0.308149
281.867798, 111.972656, 51.855469, 99.888390, 0.310304, 0.310303
124.906189, 53.701172, -174.462891, 47.712055, 0.314677, 0.314675
195.320343, 87.802734, -80.771484, 169.363846, 0.315825, 0.315824
59.664860, 16.171875, 104.765625, 92.633926, 0.317766, 0.317767
109.577705, 53.525391, 157.939453, 129.185272, 0.319507, 0.319511
124.264565, 46.054688, -168.046875, 19.252232, 0.320281, 0.320280
113.235504, 60.029297, 157.939453, 16.741072, 0.325510, 0.325509
123.144836, 54.316406, -178.242188, 34.319195, 0.327130, 0.327131
101.060570, 43.769531, 152.226563, 43.247768, 0.329652, 0.329649
106.585213, 52.910156, 153.105469, 43.247768, 0.336471, 0.336471
110.746567, 52.558594, 161.015625, 85.100449, 0.338238, 0.338234
124.199471, 64.775391, 173.232422, 143.415176, 0.341993, 0.341990
103.663246, 39.902344, 160.839844, 67.801338, 0.349530, 0.349526
68.849617, 40.253906, 97.294922, 560.546875, 0.355249, 0.355248
89.110352, 43.681641, 130.605469, 44.921875, 0.357223, 0.357220
95.087799, 50.537109, 134.736328, 35.714287, 0.358421, 0.358419
109.548737, 60.820313, 150.644531, 86.774551, 0.358562, 0.358561
97.433723, 44.121094, 145.283203, 58.593750, 0.359358, 0.359356
108.093491, 49.482422, 159.257813, 44.084820, 0.359633, 0.359630
102.551384, 54.052734, 144.667969, 79.799110, 0.360784, 0.360778
57.311317, 22.939453, 93.691406, 43.805805, 0.369517, 0.369516
110.463188, 54.931641, 158.203125, 39.899555, 0.373107, 0.373109
73.926094, 28.388672, 118.388672, 40.178570, 0.373193, 0.373190
111.825127, 56.777344, 158.730469, 68.638390, 0.373654, 0.373649
110.244690, 42.890625, 169.804688, 74.776787, 0.375266, 0.375264
123.210190, 56.513672, 179.648438, 89.564735, 0.375420, 0.375418
110.694527, 45.087891, 168.486328, 19.252232, 0.379666, 0.379667
92.648575, 39.462891, 141.328125, 38.783482, 0.381671, 0.381669
94.693993, 36.298828, 148.183594, 105.189735, 0.385434, 0.385430
93.210419, 48.867188, 132.890625, 68.638390, 0.386259, 0.386257
110.309296, 50.009766, 162.861328, 27.901785, 0.388237, 0.388237
122.295433, 63.281250, 171.298828, 38.783482, 0.388508, 0.388505
58.740185, 36.474609, 82.792969, 47.154018, 0.396347, 0.396344
284.774567, 117.685547, 51.240234, 143.973221, 0.401929, 0.401928
110.156700, 59.941406, 152.578125, 85.658485, 0.403087, 0.403085
92.058037, 42.099609, 137.548828, 30.412947, 0.403214, 0.403212
124.276566, 58.798828, 179.296875, 74.218750, 0.406006, 0.406001
118.686234, 45.791016, -177.802734, 32.087055, 0.409795, 0.409793
94.324905, 39.638672, 144.140625, 24.274553, 0.411365, 0.411365
120.328094, 60.732422, 170.244141, 57.477680, 0.412165, 0.412161
83.643700, 39.375000, 124.980469, 46.316963, 0.412703, 0.412700
108.309341, 36.914063, 172.265625, 123.325890, 0.416062, 0.416058
108.231567, 53.437500, 155.566406, 44.642857, 0.421263, 0.421260
55.428360, 17.226563, 95.976563, 110.212051, 0.421504, 0.421503
86.085236, 38.583984, 130.253906, 103.515625, 0.425179, 0.425178
126.451035, 56.865234, -174.814453, 171.875000, 0.425207, 0.425206
83.417328, 45.966797, 118.037109, 45.479912, 0.439706, 0.439704
194.661591, 90.000000, -84.287109, 200.334824, 0.439853, 0.439848
106.024353, 55.546875, 149.501953, 64.732140, 0.444805, 0.444802
96.045738, 46.845703, 140.097656, 44.921875, 0.445201, 0.445202
106.374626, 56.601563, 148.974609, 27.064732, 0.449217, 0.449215
99.943130, 52.822266, 141.152344, 59.151787, 0.452308, 0.452306
216.874817, 78.310547, -32.255859, 66.964287, 0.458563, 0.458566
104.767181, 48.164063, 154.599609, 70.312500, 0.464211, 0.464209
110.877724, 55.371094, 158.466797, 119.140625, 0.465013, 0.465007
81.929482, 28.476563, 132.802734, 32.087055, 0.466473, 0.466474
115.347847, 57.656250, 164.267578, 30.133928, 0.471010, 0.471009
106.610268, 42.626953, 163.476563, 63.895088, 0.471154, 0.471152
106.893661, 43.242188, 163.388672, 54.687500, 0.473548, 0.473548
82.574394, 35.683594, 126.826172, 36.272320, 0.474346, 0.474344
133.489212, 72.685547, -177.890625, 100.725449, 0.474547, 0.474547
116.409302, 44.472656, 179.472656, 83.147324, 0.476888, 0.476884
80.316765, 25.224609, 133.242188, 85.658485, 0.480783, 0.480782
124.232109, 60.644531, 177.451172, 70.033485, 0.481445, 0.481441
102.558968, 41.660156, 157.060547, 116.629463, 0.485739, 0.485733
104.945122, 49.833984, 153.193359, 77.845985, 0.488017, 0.488015
188.202744, 69.169922, -75.058594, 77.008926, 0.491872, 0.491873
100.115479, 41.132813, 153.193359, 143.136154, 0.492157, 0.492155
119.992310, 56.425781, 173.935547, 129.743301, 0.492571, 0.492570
188.973160, 83.320313, -87.978516, 158.482147, 0.494538, 0.494538
85.596870, 38.496094, 129.462891, 49.107143, 0.497358, 0.497356
111.415863, 43.681641, 171.123047, 25.669643, 0.498183, 0.498184
155.181458, 67.500000, -133.330078, 200.334824, 0.503094, 0.503095
114.177017, 55.283203, 164.531250, 124.720985, 0.513773, 0.513781
139.192780, 43.681641, -138.603516, 82.589287, 0.514889, 0.514889
391.017548, 171.650391, -169.804688, 182.756699, 0.515674, 0.515675
104.045830, 52.558594, 148.886719, 49.944195, 0.517203, 0.517201
107.243958, 47.812500, 159.433594, 46.037945, 0.519153, 0.519152
185.236603, 85.957031, -97.294922, 240.513397, 0.521437, 0.521434
111.079727, 48.251953, 165.937500, 41.573662, 0.526242, 0.526240
122.964035, 56.865234, 178.857422, 35.714287, 0.526656, 0.526654
127.568802, 57.128906, -173.144531, 85.379463, 0.528635, 0.528631
185.950699, 88.945313, -98.964844, 142.857147, 0.529500, 0.529499
102.934311, 44.912109, 154.511719, 72.265625, 0.534120, 0.534115
247.868484, 111.796875, -9.492188, 410.993317, 0.539727, 0.539727
98.956818, 40.166016, 151.962891, 82.589287, 0.541225, 0.541221
106.835670, 45.878906, 160.664063, 71.428574, 0.542019, 0.542015
163.424728, 78.222656, -129.199219, 122.767860, 0.549485, 0.549486
92.486099, 47.109375, 133.330078, 66.964287, 0.553539, 0.553539
86.407883, 31.552734, 137.988281, 36.272320, 0.557313, 0.557312
93.223923, 47.988281, 133.769531, 87.611610, 0.557695, 0.557698
103.058533, 45.878906, 153.720703, 120.535713, 0.559238, 0.559238
97.182617, 45.615234, 143.349609, 56.082588, 0.562811, 0.562813
97.981422, 44.472656, 145.986328, 60.267857, 0.564627, 0.564623
105.518509, 54.228516, 149.853516, 57.477680, 0.566503, 0.566504
118.916237, 46.933594, -178.593750, 128.348221, 0.566771, 0.566771
121.778389, 59.765625, 173.847656, 83.147324, 0.568658, 0.568657
74.420059, 29.531250, 118.125000, 131.138397, 0.578007, 0.578004
110.385414, 49.746094, 163.212891, 125.558037, 0.579340, 0.579337
102.241638, 44.384766, 153.808594, 66.685265, 0.581487, 0.581486
109.480179, 42.890625, 168.398438, 125.837051, 0.581628, 0.581629
74.805939, 20.917969, 127.441406, 29.854910, 0.585472, 0.585470
99.463989, 55.898438, 137.197266, 97.377235, 0.589215, 0.589213
146.538116, 45.966797, -127.441406, 23.716518, 0.594094, 0.594095
127.847733, 67.412109, 177.187500, 41.852680, 0.594992, 0.594996
117.479942, 59.677734, 166.113281, 179.966522, 0.595015, 0.595006
110.122765, 44.296875, 168.134766, 107.421875, 0.600671, 0.600668
161.366135, 75.322266, -129.990234, 94.866074, 0.604854, 0.604855
84.084290, 36.474609, 128.671875, 29.017857, 0.609002, 0.609002
108.119202, 53.437500, 155.390625, 67.243301, 0.612509, 0.612509
131.502136, 62.050781, -170.859375, 115.234375, 0.613447, 0.613446
110.857285, 53.261719, 160.488281, 25.111607, 0.613686, 0.613687
124.754417, 66.708984, 172.353516, 37.667412, 0.621055, 0.621056
112.615669, 63.105469, 153.808594, 24.274553, 0.623317, 0.623318
96.841225, 44.208984, 144.140625, 89.285713, 0.625342, 0.625337
98.891930, 45.087891, 147.041016, 79.799110, 0.627888, 0.627885
104.202026, 45.615234, 156.093750, 48.270088, 0.628270, 0.628268
60.022064, 14.414063, 107.138672, 33.761162, 0.633047, 0.633044
100.537621, 42.451172, 152.666016, 82.589287, 0.634020, 0.634011
142.745163, 67.236328, -155.742188, 98.772324, 0.638825, 0.638832
97.933304, 37.968750, 152.402344, 51.618305, 0.639917, 0.639915
122.615417, 58.535156, 176.660156, 25.111607, 0.642442, 0.642442
95.422920, 42.626953, 143.173828, 19.810268, 0.644184, 0.644181
104.224770, 46.494141, 155.302734, 118.024551, 0.644882, 0.644880
96.535736, 46.494141, 141.240234, 83.147324, 0.648500, 0.648498
136.173264, 72.158203, -172.529297, 132.533478, 0.649283, 0.649277
115.548889, 49.218750, 173.144531, 73.102676, 0.653404, 0.653400
115.110931, 59.501953, 162.070313, 71.428574, 0.654900, 0.654895
172.152145, 72.949219, -107.929688, 165.457596, 0.657567, 0.657566
92.547104, 40.166016, 140.537109, 52.176338, 0.662946, 0.662946
131.527634, 71.630859, 179.648438, 39.341518, 0.663046, 0.663045
99.742119, 51.855469, 141.767578, 169.363846, 0.666428, 0.666434
115.533058, 63.017578, 159.257813, 39.341518, 0.669354, 0.669353
131.100433, 56.162109, -165.673828, 143.973221, 0.669611, 0.669609
90.659813, 50.449219, 126.650391, 34.319195, 0.676831, 0.676831
132.308304, 72.861328, 179.824219, 88.169640, 0.677511, 0.677510
103.470795, 48.164063, 152.226563, 66.406250, 0.679903, 0.679904
101.863327, 43.857422, 153.632813, 114.118301, 0.680854, 0.680855
84.747322, 26.191406, 140.185547, 65.290176, 0.684972, 0.684974
83.769943, 36.650391, 128.056641, 90.122765, 0.689014, 0.689015
870.330750, -12.128906, 163.652344, 439.732147, 0.692720, 0.692719
102.261734, 48.164063, 150.029297, 86.774551, 0.694610, 0.694609
106.006546, 42.363281, 162.597656, 102.957588, 0.695412, 0.695411
114.990318, 47.812500, 173.496094, 97.377235, 0.699689, 0.699685
115.150467, 62.841797, 158.730469, 93.191963, 0.705171, 0.705171
124.860855, 61.699219, 177.539063, 86.495537, 0.706253, 0.706251
107.580414, 44.472656, 163.388672, 58.593750, 0.706367, 0.706364
108.540024, 36.826172, 172.792969, 121.372765, 0.708934, 0.708930
172.786804, 75.937500, -109.863281, 148.437500, 0.709833, 0.709825
87.781349, 42.275391, 129.638672, 69.475449, 0.711528, 0.711523
105.911659, 58.623047, 146.250000, 52.455357, 0.721483, 0.721482
98.268448, 45.966797, 145.019531, 24.832590, 0.722848, 0.722848
103.660271, 60.292969, 140.449219, 32.924107, 0.724030, 0.724030
125.348236, 68.203125, 171.914063, 48.270088, 0.725878, 0.725879
101.707794, 50.537109, 146.689453, 68.359375, 0.727232, 0.727233
113.727211, 48.427734, 170.595703, 69.196426, 0.732720, 0.732718
289.176544, 129.023438, 48.164063, 188.058029, 0.734990, 0.734981
115.401566, 69.169922, 152.841797, 8.649553, 0.735409, 0.735409
143.303421, 65.478516, -152.841797, 95.982140, 0.735681, 0.735680
100.453583, 44.912109, 150.029297, 98.493301, 0.737837, 0.737838
102.298973, 51.064453, 147.216797, 94.308037, 0.739034, 0.739029
94.549652, 48.955078, 135.263672, 73.102676, 0.740258, 0.740254
99.695015, 50.361328, 143.261719, 36.551338, 0.745676, 0.745676
113.615181, 49.658203, 169.189453, 94.029015, 0.745833, 0.745833
83.196533, 35.771484, 127.792969, 40.178570, 0.750355, 0.750353
77.993858, 25.224609, 128.935547, 78.683037, 0.754393, 0.754388
97.878258, 45.351563, 144.843750, 32.087055, 0.754916, 0.754916
103.565697, 43.593750, 156.972656, 34.319195, 0.758933, 0.758933
62.417133, 26.191406, 99.755859, 46.595982, 0.760942, 0.760943
116.048782, 54.316406, 168.925781, 114.118301, 0.763082, 0.763080
111.953323, 49.658203, 166.113281, 95.703125, 0.766548, 0.766542
122.919907, 63.457031, 172.265625, 99.051338, 0.779921, 0.779914
122.741608, 62.490234, 172.880859, 65.290176, 0.785805, 0.785807
119.791290, 60.117188, 169.892578, 80.636162, 0.786008, 0.786003
113.528816, 57.128906, 161.455078, 29.854910, 0.786743, 0.786742
92.196442, 38.320313, 141.591797, 19.252232, 0.786999, 0.786998
313.534058, 132.099609, 89.384766, 272.600433, 0.792190, 0.792188
294.712769, 117.773438, 69.785156, 112.723213, 0.793285, 0.793286
108.623047, 44.121094, 165.585938, 92.354912, 0.801861, 0.801856
65.674896, 17.841797, 113.994141, 2.790179, 0.801997, 0.801997
100.874733, 50.185547, 145.546875, 97.935265, 0.805598, 0.805599
117.769272, 57.656250, 168.662109, 133.091522, 0.806246, 0.806240
106.076744, 52.207031, 152.929688, 99.051338, 0.806254, 0.806254
106.750648, 55.195313, 151.171875, 137.555801, 0.807489, 0.807492
93.723846, 49.130859, 133.593750, 51.618305, 0.808148, 0.808148
143.171600, 69.082031, -156.708984, 113.002235, 0.809212, 0.809212
182.322510, 77.080078, -93.779297, 86.495537, 0.810953, 0.810949
128.174164, 63.105469, -177.978516, 36.272320, 0.812004, 0.812002
131.073425, 47.548828, -157.060547, 78.962051, 0.817230, 0.817226
129.589172, 66.357422, -178.681641, 97.377235, 0.817525, 0.817526
112.694107, 50.712891, 166.376953, 111.049110, 0.818173, 0.818172
103.417412, 47.460938, 152.841797, 117.745537, 0.819573, 0.819572
138.194977, 61.259766, -157.939453, 38.504463, 0.823896, 0.823896
221.226974, 105.292969, -51.328125, 241.629471, 0.824454, 0.824452
80.250496, 30.498047, 127.705078, 27.343750, 0.825794, 0.825795
116.494637, 50.888672, 173.144531, 74.776787, 0.830464, 0.830463
122.730415, 62.841797, 172.529297, 120.535713, 0.830479, 0.830477
97.034332, 44.560547, 144.140625, 62.500000, 0.835031, 0.835029
153.103760, 67.236328, -136.845703, 107.421875, 0.835774, 0.835770
111.020401, 57.480469, 156.533203, 85.100449, 0.838226, 0.838235
78.145111, 30.058594, 124.365234, 43.805805, 0.839447, 0.839446
118.025665, 53.437500, 173.408203, 120.814735, 0.841447, 0.841445
90.568222, 32.695313, 144.316406, 102.957588, 0.841846, 0.841846
111.853149, 55.986328, 159.609375, 87.890625, 0.847450, 0.847446
74.093506, 33.662109, 113.466797, 30.133928, 0.853057, 0.853057
110.995033, 53.613281, 160.400391, 41.015625, 0.853613, 0.853614
106.934204, 63.632813, 143.085938, 90.401787, 0.855350, 0.855347
181.318787, 69.960938, -88.330078, 60.267857, 0.856726, 0.856727
143.627655, 71.367188, -158.203125, 103.236610, 0.857767, 0.857767
116.442551, 55.898438, 167.958984, 52.734375, 0.857885, 0.857881
113.610870, 59.589844, 159.169922, 48.549107, 0.864584, 0.864582
136.653076, 71.455078, -170.947266, 69.196426, 0.867155, 0.867155
101.455025, 46.406250, 150.292969, 39.062500, 0.867762, 0.867760
118.048386, 53.964844, 172.880859, 111.607140, 0.874205, 0.874209
104.364143, 55.019531, 146.953125, 79.241074, 0.878239, 0.878240
87.720718, 39.638672, 132.187500, 34.040180, 0.881553, 0.881550
114.212280, 58.447266, 161.455078, 116.350449, 0.882509, 0.882506
240.906433, 98.349609, -8.613281, 952.008911, 0.883427, 0.883430
85.199127, 40.605469, 126.650391, 19.531250, 0.887033, 0.887030
162.706696, 73.740234, -125.947266, 156.808029, 0.890189, 0.890195
104.288696, 48.779297, 153.105469, 164.620529, 0.890669, 0.890664
113.414825, 48.603516, 169.892578, 124.162949, 0.893081, 0.893082
115.208481, 52.207031, 169.541016, 51.339287, 0.897342, 0.897340
97.563240, 37.001953, 152.666016, 63.337055, 0.902543, 0.902541
198.622650, 82.265625, -69.082031, 234.375000, 0.905863, 0.905861
120.799019, 61.171875, 170.683594, 84.263390, 0.911913, 0.911909
95.425865, 53.173828, 132.539063, 94.029015, 0.912338, 0.912338
81.133995, 27.509766, 132.363281, 55.245537, 0.912596, 0.912594
103.284271, 42.011719, 158.027344, 92.633926, 0.917215, 0.917216
101.881119, 52.382813, 145.107422, 71.428574, 0.919270, 0.919264
125.461258, 61.875000, 178.417969, 116.350449, 0.923180, 0.923179
104.984665, 47.197266, 155.917969, 92.354912, 0.926363, 0.926368
165.550247, 74.619141, -121.640625, 88.169640, 0.926602, 0.926596
127.780037, 47.724609, -163.300781, 104.631699, 0.926611, 0.926612
158.883423, 83.408203, -142.558594, 43.247768, 0.929831, 0.929832
121.583298, 55.810547, 177.451172, 95.703125, 0.932104, 0.932097
127.041893, 58.974609, -175.869141, 145.647324, 0.932518, 0.932522
112.229813, 58.007813, 158.291016, 97.656250, 0.933860, 0.933860
182.564423, 69.082031, -85.166016, 119.977676, 0.936638, 0.936638
109.890785, 50.449219, 161.630859, 104.910713, 0.938682, 0.938680
118.784233, 65.917969, 162.246094, 44.363838, 0.939308, 0.939308
87.108109, 28.037109, 142.646484, 9.207589, 0.948137, 0.948135
122.178101, 61.347656, 172.968750, 85.937500, 0.948558, 0.948565
112.409081, 47.109375, 169.541016, 121.093750, 0.950180, 0.950176
129.810760, 75.585938, 172.529297, 40.178570, 0.951774, 0.951771
89.111351, 23.818359, 150.556641, 38.225445, 0.954566, 0.954565
112.236717, 59.150391, 157.148438, 84.821426, 0.954851, 0.954850
96.699501, 56.513672, 131.484375, 26.506697, 0.958318, 0.958319
145.943268, 80.244141, -162.949219, 50.223213, 0.959720, 0.959718
142.137833, 63.281250, -152.841797, 134.207596, 0.959743, 0.959736
98.429253, 38.583984, 152.666016, 38.225445, 0.961189, 0.961188
115.620056, 56.513672, 165.937500, 83.984375, 0.962036, 0.962030
107.595917, 49.394531, 158.554688, 72.265625, 0.967298, 0.967298
167.224564, 81.386719, -125.507813, 118.303574, 0.969019, 0.969018
138.511002, 69.345703, -165.410156, 77.845985, 0.969504, 0.969505
109.502258, 56.337891, 155.039063, 73.381699, 0.972498, 0.972495
195.578018, 95.361328, -87.978516, 190.848221, 0.980250, 0.980249
113.824097, 58.798828, 160.400391, 45.758930, 0.983177, 0.983176
90.558014, 31.025391, 145.986328, 57.198662, 0.983346, 0.983346
100.698753, 44.912109, 150.468750, 50.223213, 0.986808, 0.986807
126.752861, 62.226563, -179.736328, 158.761154, 0.987836, 0.987836
191.430893, 78.486328, -78.398438, 74.497765, 0.989471, 0.989473
106.789825, 51.328125, 154.951172, 14.508928, 0.989871, 0.989872
105.539612, 44.384766, 159.785156, 64.174110, 0.990541, 0.990542
76.500412, 21.269531, 130.166016, 30.970982, 0.992788, 0.992787
101.435921, 48.164063, 148.535156, 60.825893, 0.993489, 0.993487
88.509285, 39.199219, 134.033203, 60.267857, 0.994417, 0.994414
130.047028, 70.839844, 177.714844, 37.388393, 1.000169, 1.000169
143.502121, 62.226563, -149.238281, 75.055801, 1.000773, 1.000769
116.429047, 53.876953, 169.980469, 114.118301, 1.004195, 1.004192
151.180588, 68.027344, -141.064453, 123.604912, 1.006189, 1.006185
104.184555, 50.625000, 150.996094, 41.573662, 1.009931, 1.009931
99.458710, 41.923828, 151.171875, 113.839287, 1.012390, 1.012388
193.348450, 77.519531, -74.003906, 169.642853, 1.018622, 1.018622
90.168152, 42.714844, 133.505859, 42.131695, 1.019962, 1.019961
407.013794, 179.472656, -148.623047, 329.799103, 1.023166, 1.023164
80.661766, 23.554688, 135.439453, 31.250000, 1.023562, 1.023562
121.961609, 60.117188, 173.847656, 27.901785, 1.032405, 1.032405
79.546623, 27.685547, 129.287109, 51.060268, 1.032932, 1.032931
130.126328, 59.326172, -170.595703, 148.158478, 1.036090, 1.036090
107.398499, 54.052734, 153.457031, 33.761162, 1.036805, 1.036803
115.587090, 55.458984, 166.904297, 45.200893, 1.036821, 1.036819
85.754379, 41.835938, 126.386719, 80.915176, 1.044170, 1.044166
95.987724, 44.560547, 142.207031, 54.966518, 1.045266, 1.045264
112.663124, 49.042969, 167.958984, 80.636162, 1.047258, 1.047258
138.851379, 77.343750, -172.880859, 52.734375, 1.054594, 1.054592
101.788864, 57.041016, 140.361328, 39.620537, 1.057018, 1.057018
117.934044, 54.052734, 172.617188, 62.220982, 1.059408, 1.059409
